"Type","Category","Message"
"fraud","Job Offer Scam","URGENT! Earn $800/day from home. No skills needed! Limited spots. Apply now: http://quickhire.workfromhome247.org or call 1-800-555-0123! Hurry!"
"normal","Travel","Hey, just booked our tickets to Bali for next week. Super excited! Let me know if you wanna add anything to the plan."
"fraud","Fake Delivery Scam","Urgent! Your FedEx parcel is on hold due to a missing fee. Pay now to avoid return: http://fedex-securepay.org or call 1-800-555-0123. Act fast!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.india-bankverify.com or call 1800-123-4567 to avoid suspension!"
"normal","Service Inquiry","Hey, just wanted to check if you provide home delivery for orders. Can you confirm? Thanks!"
"normal","Delivery Update","Hey, your package is on its way! Expect delivery by tomorrow. Thanks for choosing us!"
"normal","Work Update","Hey, just a heads-up, the team meeting is rescheduled to tomorrow at 10 AM. See you there!"
"normal","Service Inquiry","Hey, just checking if you’re available for a quick service call this week? Let me know!"
"normal","Delivery Update","Hey, your package is out for delivery! Expect it to arrive by 6 PM today. Thanks for choosing us!"
"fraud","Emotional Manipulation","Grandma, it’s me. I’m in big trouble after an accident. Please send $300 urgently to help with bills at http://emergency-aid.net. I’m scared."
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.indbank-check.com or call 1800-555-1234 immediately!"
"normal","Recreation","Hey, wanna join me for a bike ride this Sunday? Found an awesome trail nearby!"
"fraud","Identity Theft","Urgent! Your identity is at risk. Verify your details now to prevent account suspension: http://secure.id-protect.in or call 1800-123-4567 immediately!"
"fraud","Financial Fraud","URGENT: Your bank account is at risk! Verify your details now to avoid suspension. Click: http://secure.bank-protect247.com or call 1-800-555-0123. Act fast!"
"fraud","Impersonation","Hi, it’s John from HR. Urgent: Verify your payroll details now to avoid payment delay. Click: http://secure.payroll-update.org or call 1-800-555-0123."
"fraud","Lottery Scam","Congrats! You’ve won Rs. 5 lakhs in our lottery! Claim now before it’s gone: http://win.lottery-rewards.org or call 9876543210. Hurry!"
"normal","Sports","Hey, wanna catch the soccer match tonight? It’s gonna be epic!"
"fraud","Fake Delivery Scam","FedEx: Urgent! Your package delivery failed due to unpaid fees. Pay $3.50 now at http://fedex-securepay.org or call 1-800-555-0123 to avoid return!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it's gone: http://claim.lottery-rewardz.org or call 9876543210. Hurry!"
"fraud","Phishing","Urgent! Unusual activity detected on your HDFC account. Secure it now at http://hdfc-securelogin.com or call 1800-123-4567 immediately!"
"fraud","Job Offer Scam","URGENT! Earn $400/day with our remote job offer. No experience needed. Apply now before slots fill: http://quickhire.workfromhome.io Call 1800-555-0123!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.bankalert-india.com or call 1800-555-1234 immediately!"
"fraud","Impersonation","Hi, it’s John from HR. Urgent: Verify your payroll details now to avoid payment delay. Click: http://secure.payroll-check.org or call 1-800-555-0123."
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now to apply: http://fast.loansecure-approval.co.in or call 9876543210. Hurry!"
"fraud","Phishing","Urgent! Suspicious activity detected on your HDFC account. Secure it now at http://hdfc-secure-login.com or call 1800-123-4567 immediately!"
"normal","Delivery Update","Hey, your package is on its way! Expect delivery by tomorrow evening. Thanks for choosing us!"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Secure it now at http://techsafe-guardian.com or call 1-800-555-0123 immediately! Don’t wait!"
"normal","Entertainment","Hey, the new action movie drops this weekend. Wanna catch it together?"
"fraud","Tech Support Scam","Urgent! Your device is infected with a virus. Call Tech Support now at 1-800-555-0199 or click http://fixmyphone-tech.com to secure it before it's too late!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our grand lottery! Claim now at http://win.lottery-rewards.org or call 9876543210. Hurry, offer expires today!"
"fraud","Investment Scams","Urgent! Double your investment in 24 hrs! Limited slots. Click now: http://invest.fastgainz.net or call 1-800-555-1234. Don’t miss out!"
"fraud","Phishing","Urgent! Your HDFC account is at risk. Verify now to avoid suspension: http://secure.hdfc-confirm.in or call 1800-123-4567 immediately!"
"normal","Work Update","Hey, just a heads-up, the client call is now at 11 AM tomorrow. Make sure to join!"
"normal","Education","Hey, the lecture notes are up on the portal. Check them out before class tomorrow!"
"normal","Entertainment","Hey, have you seen the new season of [TV show]? It’s so good! Let’s chat about it soon."
"normal","Social","Hey, wanna grab lunch tomorrow? I’m free around 1 PM if that works for you!"
"fraud","Emotional Manipulation","Hi Mom, I’m in serious trouble and need help! I’ve been in an accident. Please send Rs. 10,000 urgently via http://helpfamily-aid.com. Hurry!"
"normal","Recreation","Hey, wanna join me for a quick bike ride this evening? There’s a cool trail nearby!"
"normal","Work Update","Hey team, just a reminder to update your timesheets by EOD today. Thanks!"
"fraud","Impersonation","Hi, it’s Mike from HR. Urgent: Update your payroll details to avoid payment delay. Click now: http://secure.hr-payupdate.com or call 1-800-555-0123."
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today! Low interest, instant approval. Click now: http://fastcash.loansecure-now.in or call 9876543210. Hurry!"
"normal","Entertainment","Hey, have you seen the trailer for the new action movie? Looks epic! Wanna watch it this weekend?"
"normal","Travel","Hey, just checked in for my flight to London. Will land around 3 PM. See you soon!"
"normal","Travel","Hey, just booked our tickets to Bali for next week! Super excited. Let me know if u need help with anything."
"normal","Entertainment","Hey, the new season of [TV show] just dropped! Wanna binge it together this weekend?"
"normal","Sports","Hey, did u catch the game last night? That last-minute goal was insane!"
"fraud","Impersonation","Urgent: This is your bank. Suspicious activity detected on your account. Secure it now at http://secure.bank-verifynow.com or call 1-800-555-0123 ASAP!"
"normal","Work Update","Hey team, just a heads-up, the client call is now at 11 AM tomorrow. Please be ready!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.bankid-check.com or call 1800-555-1234 to avoid suspension!"
"normal","Delivery Update","Hey, your package from Amazon is on its way! Expect delivery by tomorrow evening. Thanks for choosing us!"
"normal","Entertainment","Hey, have you seen the trailer for the new action movie? Looks epic! Wanna catch it this weekend?"
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fast.loan-approval.indiafin.co or call 9876543210. Don’t miss out!"
"fraud","Service Fraud","Urgent! Your bank account is at risk. Verify now to avoid suspension: http://secure.india-bnkverify.com or call 1800-555-1234 immediately!"
"normal","Education","Hey, don’t forget the quiz tomorrow. Let’s quickly revise together after class!"
"normal","Entertainment","Hey, the new action movie drops this weekend. Wanna catch it together at the theater?"
"fraud","Subscription Scam","Urgent! Your Netflix subscription will expire today. Renew now for just $9.99 or lose access. Click: http://netflix-renewal-secure.com Avoid cancellation!"
"fraud","Emotional Manipulation","Hey Mom, it’s me. I’m in big trouble and need $800 urgently for legal fees. Please send it now via http://quickpay.helpmefund.org. I’m scared."
"fraud","Job Offer Scam","URGENT! Earn $800/day with our remote job offer. No exp needed. Apply now or miss out: http://join.fastcareers.org. Call 1-800-555-0123 for details!"
"normal","Social","Hey, saw your latest pic on Insta, looks amazing! Wanna grab coffee this week to catch up?"
"fraud","Tech Support Scam","Urgent! Your device is at risk of a virus. Call Tech Support now at 1-800-555-0192 or visit http://safe.tech-fixnow.com to secure it immediately!"
"fraud","Emotional Manipulation","Grandma, it’s me. I’m in trouble after a car crash. Need Rs. 10,000 urgently for hospital bills. Please send to http://helpfamilycare.in now!"
"fraud","Phishing","Urgent: Unusual activity detected on your HDFC account. Secure it now at http://hdfc-secure-login.com or call 1800-123-4567 immediately!"
"fraud","Financial Fraud","Urgent! Your account has a suspicious charge of $750. Secure it now at http://verify.sbi-protect.com or call 1-800-555-0123 immediately!"
"fraud","Investment Scams","Urgent! Double your investment in 3 days with our exclusive fund. Don’t miss out! Click now: http://invest.quickgainz.net or call 1-800-555-0123!"
"fraud","Fake Delivery Scam","Urgent: Your FedEx package is on hold due to a missing fee. Pay now at http://fedex-securepay.org or call 1-800-555-0123 to avoid cancellation!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it expires: http://claim.lottery-rewards.org or call 1800-555-1234. Hurry!"
"fraud","Impersonation","Hi, it’s John from HR. Urgent: Verify your payroll details to avoid payment delay. Click now: http://verify.payrollsecure.net or call 1-800-555-1234."
"fraud","Emotional Manipulation","Grandma, it’s urgent! I’m in trouble and need $800 for medical bills. Please send it now via http://urgent.family-aid.net or I’m in danger!"
"fraud","Subscription Scam","Your Disney+ subscription is expiring today! Avoid cancellation by updating your payment at http://verify.disneyplus-renewal.org. Act now or lose access!"
"fraud","Phishing","Urgent: Your SBI account is at risk! Verify now to avoid suspension. Click http://secure.sbi-verify.com or call 1-800-555-0123 immediately!"
"fraud","Lottery Scam","Congrats! You've won Rs. 5 lakhs in our lottery! Claim now before it expires: http://win.lottery-prize.org or call 9876543210. Hurry!"
"fraud","Impersonation","Hi, this is John from HR. Urgent: Verify your payroll details to avoid payment delay. Click now: http://secure.payroll-check.org or call 1800-555-0123."
"fraud","Loan Scam","Urgent! Get a loan of Rs. 10 lakhs today. Limited offer! Click now: http://fastloan.sbi-secureapply.org or call 9876543210. Don’t miss out!"
"fraud","Identity Theft","Urgent! Your bank account is at risk. Verify your identity now at http://secure.bank-protect.net or call 1800-123-4567. Act fast to avoid suspension!"
"fraud","Fake Delivery Scam","FedEx: Urgent! Your package delivery failed due to unpaid fees. Pay $3.50 now to avoid return: http://fedex-securepay.org or call 1800-555-1234!"
"fraud","Job Offer Scam","URGENT! Earn $800/day from home. No skills needed. Limited spots! Apply now at http://quickhire.jobsfast.org or call 1-800-555-0123. Hurry!"
"fraud","Phishing","Urgent! Your bank account is at risk due to unusual activity. Secure it now at http://verify.sbi-safeaccess.com or call 1-800-555-0123 immediately!"
"normal","Sports","Hey, did u catch the football game? That last goal was insane!"
"normal","Sports","Hey, wanna catch the football match tonight? It’s gonna be epic!"
"fraud","Subscription Scam","Your Prime subscription is expiring today! Renew now for just $12.99 or lose access. Click: http://renew.prime-membership.org Urgent!"
