"Type","Category","Message"
"fraud","Fake Delivery Scam","India Post: Your parcel is stuck due to a Rs. 99 fee. Pay urgently at http://indiapost-paynow.com or lose it forever!"
"normal","Social","Hey, how’s it going? Miss our college canteen chats!"
"normal","Social","Yo, are you coming for the Diwali party at my place?"
"normal","Travel","Checked into a houseboat in Kerala. Backwaters are pure magic!"
"normal","Social","Hi, wanna join me for a quick stroll at Marine Drive?"
"fraud","Identity Theft","Urgent Notice! Secure your identity at http://id-verifynow.in or risk account blockage. Act fast!"
"normal","Service Inquiry","Hi, is there a discount on annual plans? I’m thinking of switching."
"fraud","Impersonation","Critical: Your ICICI account is compromised. Act now to save funds at: http://icici-verifynow.in"
"fraud","Lottery Scam","Lucky you! $10,000 prize from Bharat Lotto! Act fast, visit http://bharatlotto-win.co to grab it now!"
"normal","Work Update","Hey, just a heads-up: project deadline is tomorrow noon. Let’s wrap it up!"
"fraud","Job Offer Scam","URGENT! ₹45,000/month job offer. Limited time. Apply: http://indiacareerhub.online"
"fraud","Subscription Scam","Reminder! Your Airtel Xstream plan expires soon. Renew at ₹199: http://airtelxstream-extend.com"
"fraud","Identity Theft","Danger! Your personal data is exposed. Secure it at http://id-lockindia.com or call 9123456789 now!"
"normal","Delivery Update","Hello, your delivery is set for today. Look out for it around 2 PM in Mumbai."
"fraud","Identity Theft","Critical! Verify your identity now at http://id-guardian.in or face legal consequences. Hurry!"
"fraud","Service Fraud","Alert! Your Reliance Jio account needs urgent payment. Visit http://jio-urgentpay.co.in or risk suspension!"
"fraud","Subscription Scam","Alert! Payment declined for your MX Player Pro. Update now: http://mxplayerpro-fixpay.net"
"normal","Recreation","Hey, I’m hitting the gym in Koramangala later. Wanna workout together?"
"normal","Sports","Yo, let’s play some street cricket this weekend near the colony ground."
"normal","Entertainment","Hey, booked tickets for the stand-up comedy show in Delhi. Join me?"
"normal","Service Inquiry","Hey, is there a service center near Delhi NCR for quick repairs?"
"fraud","Tech Support Scam","Warning! Malware detected on your device. Click http://safeguard-tech.in to fix it before data theft occurs!"
"normal","Recreation","Yo, I’m heading to Wonderla for some fun rides. Join me this Saturday?"
"fraud","Fake Delivery Scam","Shadowfax: Missed delivery! Don’t lose your parcel—reschedule at http://shadowfax-retry.in before it’s too late!"
"normal","Delivery Update","Hey, your order from Ajio is on its way. Should arrive by tomorrow in Bangalore."
"fraud","Impersonation","Emergency: This is RBI. Fraud detected on your account. Verify at: http://rbi-safetycheck.org"
"fraud","Lottery Scam","Congrats! You’ve won Rs. 5 lakhs in Diwali Lottery! Claim now at http://diwaliwin-secure.com before it’s too late!"
"fraud","Financial Fraud","Immediate Action: Rs. 2,500 suspicious charge detected. Verify at http://safebank-india.co to avoid suspension!"
"normal","Recreation","Hey, let’s go for a morning jog at Cubbon Park this Sunday. You up for it?"
"normal","Social","Yo, got plans for Ganesh Chaturthi? Let’s visit a pandal!"
"fraud","Service Fraud","Immediate Action! Your Airtel line is expiring. Renew at http://airtel-renewsafe.net to avoid disruption!"
"normal","Entertainment","Hey, the Holi party playlist is ready. Drop by for some thandai and beats!"
"fraud","Subscription Scam","Your Zee5 membership expires today. Renew for just ₹99: http://zee5-renewcheap.com"
"fraud","Financial Fraud","Emergency: Suspicious Rs. 3,200 charge on your Axis Bank account. Act now at http://axis-securelink.in!"
"normal","Work Update","Just a nudge: submit your timesheet by EOD. Thanks, dost!"
"fraud","Impersonation","Alert: Your Axis Bank card is blocked. Unblock it now at: http://axisbank-secure.in"
"fraud","Job Offer Scam","DREAM JOB! ₹40,000/month. Immediate joining. Don’t delay! Visit: http://careerindiaexpress.com"
"normal","Service Inquiry","Hi, I lost my bill copy for this month. Can you send it again?"
"fraud","Job Offer Scam","GET HIRED! ₹35,000/month. No skills required. Apply ASAP: http://jobnowdelhi.top"
"fraud","Investment Scams","Quick alert! Invest today for instant ₹1 lakh profit! Click http://moneyboost-india.com Only for first 50 investors!"
"fraud","Subscription Scam","Alert! Your Hotstar account is suspended. Update payment immediately: http://hotstar-fixaccount.co"
"normal","Recreation","Hi, wanna try some street food and a walk at MG Road this evening?"
"normal","Travel","Reminder: Carry snacks for the long drive to Manali."
"fraud","Phishing","Critical! Unauthorized login to your Indian Bank account. Protect it at http://indianbank-safeguard.co. Act now!"
"normal","Entertainment","The latest web series on Netflix India is fire. Binge this weekend?"
"normal","Recreation","Hi, let’s go cycling around Ulsoor Lake tomorrow morning. You in?"
"fraud","Lottery Scam","Shocking news! Rs. 2.5 lakhs lottery win is yours! Claim at http://indiajackpot-secure.in before it expires!"
"normal","Education","Yo, anyone free for a quick revision before the exam? Let’s meet at CCD."
"fraud","Tech Support Scam","Danger! Your system is infected. Call 1800-444-3210 now to prevent loss of personal files and photos!"
"fraud","Lottery Scam","Wow! Rs. 3 lakhs lottery win awaits! Don’t delay, claim at http://prizefast-india.com before the deadline!"
"fraud","Financial Fraud","Alert! Rs. 10,000 unauthorized transaction on your card. Stop it at http://card-secureindia.in before it’s too late!"
"normal","Education","Hey, need help with math? I’m at the library till 4 PM. Join me!"
"fraud","Emotional Manipulation","Maa, I’m in a mess after a robbery in Delhi. Need Rs. 3,500 urgently. Send to http://quickhelp-india.com. I’m so scared!"
"fraud","Investment Scams","Don’t miss! ₹2 lakh profit in 5 days! Invest now at http://bharatquickcash.com Hurry, time’s running out!"
"normal","Family","Mom, can you send me your famous dal recipe? Craving it!"
"fraud","Fake Delivery Scam","Ecom Express: Delivery attempt failed today. Don’t miss out—reschedule at http://ecomexpress-rebook.in now!"
"normal","Education","Hey, the prof uploaded new lecture slides on the portal. Download them now!"
"normal","Family","Mom, I’m bringing friends over for dinner. Is that okay?"
"normal","Entertainment","Hey, the new Bollywood flick with SRK is releasing this Friday. Wanna watch?"
"normal","Delivery Update","Hi, good news! Your order is out for delivery. Should reach you by evening today."
"fraud","Job Offer Scam","JOB OFFER! Earn ₹25,000/week remotely. Last chance! Apply: http://fastjobmumbai.live"
"normal","Delivery Update","Yo, your Flipkart package is coming! Scheduled for delivery this afternoon."
"normal","Work Update","Can you send the sales figures by evening? Need them for the report, bhai."
"normal","Sports","Got tickets for the Ranji Trophy game in Mumbai. Wanna come along?"
"fraud","Emotional Manipulation","Sister, emergency! I’ve been attacked, need Rs. 5,500 for safety. Send to http://protectme-now.in. I’m begging you, help!"
"normal","Family","Hey fam, just reached safely. Will call after settling in."
"fraud","Subscription Scam","Your SonyLIV subscription is on hold. Update details urgently: http://sonyliv-reactivate.net"
"normal","Work Update","Team huddle at 10 am tomorrow. Let’s brainstorm some ideas, guys!"
"normal","Sports","Hey, India’s playing Australia in the Test series. You watching at home?"
"fraud","Loan Scam","Immediate Need? Get Rs. 4 lakh loan in 5 mins! Click: http://speedyfunds.desiloan.co or contact 8901234567."
"fraud","Impersonation","Alert: Income Tax Dept. Unpaid taxes may lead to legal action. Pay now at: http://taxindia-clear.in"
"normal","Work Update","Reminder: IT training in the Noida office at 3 pm. Reach on time."
"fraud","Fake Delivery Scam","DTDC Alert: Your shipment is on hold due to address mismatch. Update at http://dtdc-addressfix.co or face cancellation!"
"fraud","Service Fraud","Warning! Your Jio recharge failed. Update payment at http://jio-fixbill.com or lose service today!"
"normal","Sports","Bro, got passes for the kabaddi league finals in Delhi. Coming with me?"
"fraud","Identity Theft","Help! Identity theft reported. Protect your PAN at http://pan-safetyhub.com or face financial loss!"
"fraud","Lottery Scam","Big Win! $20,000 lottery prize for you! Don’t miss out, visit http://indiabigwin.org today!"
"fraud","Impersonation","Hi, it’s Priya from Accounts. Urgent! Send Rs.2000 via Paytm to 9988776655 for company expense."
"fraud","Tech Support Scam","Emergency! Your PC is at risk. Dial 1800-888-6543 to stop hackers from accessing your bank details!"
"fraud","Financial Fraud","Urgent: Rs. 5,000 withdrawn from your HDFC account. Verify identity at http://hdfc-safeverify.co to stop fraud!"
"fraud","Emotional Manipulation","Didi, I’m in danger! Need Rs. 4,500 to escape a bad situation. Pay at http://safety-first.in. Save me, I’m counting on you!"
"fraud","Subscription Scam","Warning! Your Netflix India subscription payment failed. Fix now: http://netflix-indiaresolve.xyz"
"fraud","Identity Theft","Alert! Your Aadhaar details are at risk. Verify now at http://aadhaar-protect.in or face penalties!"
"fraud","Investment Scams","Act fast! 500% returns on your investment in just 7 days! Secure now at http://indiagrowth-secure.com Don’t miss out!"
"normal","Education","Hey, group study at my place tonight. Bring your NCERT books!"
"fraud","Investment Scams","Hurry! 800% returns on small investments! Secure at http://indiamaxprofit.com Don’t let this slip away!"
"fraud","Subscription Scam","Your Disney+ Hotstar subscription will auto-charge ₹1,499. Cancel: http://disneyhotstar-stop.co"
"normal","Entertainment","Just saw the trailer for the new South Indian blockbuster. Looks epic!"
"fraud","Emotional Manipulation","Dad, I’m trapped! Need Rs. 10,000 to get out of trouble. Pay at http://save-my-life.co.in. Please, I’m desperate!"
"normal","Education","Heads up, the chem lab schedule has changed. Check the notice board."
"normal","Education","Don’t forget, parent-teacher meet tomorrow at 10 AM. Tell your folks!"
"fraud","Lottery Scam","Urgent! You’ve won $15,000 in India Mega Draw! Secure it at http://megawin-india.org or lose it forever!"
"fraud","Tech Support Scam","Emergency! Your system is hacked. Secure it instantly at http://techshield-india.com or lose all your files!"
"normal","Sports","You watching the Pro Kabaddi raid tonight? Patna Pirates are killing it!"
"fraud","Tech Support Scam","Critical! Your computer is compromised. Dial 1800-777-9876 immediately to stop hackers from stealing info!"
"fraud","Lottery Scam","Congratulations! $5,000 lottery prize waiting! Hurry to http://quickwin-india.net or forfeit your chance!"
"normal","Service Inquiry","Hey, can you tell me the process to update my address for the service?"
"normal","Family","Uncle, thanks for the advice on my project. Means a lot!"
"fraud","Identity Theft","Warning! Identity theft detected. Click http://safeid-india.net to protect your data before it's too late!"
"fraud","Identity Theft","Urgent! Your identity is compromised. Secure it immediately at http://id-shieldindia.com or lose access to accounts!"
"fraud","Loan Scam","Critical Alert! Rs. 3 lakh loan offer expiring today. Apply at: http://quickrupee.loansecure.net or call 7890123456."
"fraud","Impersonation","This is GST Dept. Non-payment penalty notice. Avoid seizure, pay at: http://gstindia-payonline.com"
"fraud","Job Offer Scam","WORK FROM HOME! ₹3,000/day. Urgent openings. Don’t miss! Visit: http://easyjobindia.in"
"fraud","Emotional Manipulation","Mom, I’m stranded after an accident. Need Rs. 3,000 for help. Transfer now at http://emergency-aid.co.in. I’m scared, please hurry!"
"normal","Service Inquiry","Hey, my DTH isn’t showing some channels. Can you help fix it?"
"normal","Delivery Update","Update: Your Amazon order is dispatched. Expected to arrive by tomorrow night."
"normal","Social","Hey, your WhatsApp status pic is epic! Where’s that from?"
"fraud","Job Offer Scam","URGENT HIRING! ₹1,500/day from home. Slots closing soon. Click: http://indiaremotejob.xyz"
"fraud","Fake Delivery Scam","India Post Emergency: Parcel held at depot. Confirm details at http://postindia-verify.com or it will be sent back!"
"fraud","Investment Scams","Don’t delay! Invest ₹5000, get ₹50,000 in a week! Visit http://profitwave-ind.com Hurry, offer ends today!"
"normal","Work Update","Meeting with the boss at 4 pm today. Don’t be late, please!"
"fraud","Tech Support Scam","Immediate Action! Hackers are in your device. Secure it at http://inditech-safe.com before they steal everything!"
"fraud","Emotional Manipulation","Brother, it’s urgent! I’m in jail for a misunderstanding. Need Rs. 8,000 for bail at http://bailme-out.in. Help me, please!"
