Label,Type,Text
fraud,Service Fraud,Emergency! Your broadband will be cut off tonight. Pay urgently at http://quickfix.isp-pay.com to avoid disruption!
fraud,Subscription Scam,Urgent! Your Hulu account will be suspended unless you verify payment: http://hulu-secureverify.com
normal,Recreation,"Hey, wanna grab some ice cream and chill at the park later today?"
fraud,Tech Support Scam,Help! Your device is under attack. Call 1-844-999-0123 for immediate Tech Support before it’s too late!
fraud,Identity Theft,Critical! Your identity is at risk. Update your details at http://id-checksafe.com or lose all access today!
normal,Entertainment,"Yo, there’s a stand-up comedy show downtown tomorrow. Up for some laughs?"
normal,Education,"Hey, got the math homework done? Let’s compare answers later!"
normal,Service Inquiry,"Hey, are there any ongoing promotions or deals right now?"
fraud,Emotional Manipulation,"Hi, old pal. I’m in a mess and need Rs. 8,000 for rent or I’m evicted. Transfer to http://save-my-home.in. Please, I’m begging!"
fraud,Phishing,Your Netflix account is about to be canceled. Update payment details urgently at http://netfix-secure.com to continue streaming.
normal,Recreation,"Hey, I’m heading to the arcade later. Wanna come along?"
normal,Entertainment,"Dude, the new superhero movie looks insane. Let’s watch it Friday!"
fraud,Impersonation,"Hey, it’s [Your Boss]. Emergency! Get $300 in Amazon cards for a last-minute gift. Text codes immediately."
fraud,Investment Scams,Quick! Join our elite investment club. $5k returns in 48 hrs! Click: http://topgain-club.com
fraud,Service Fraud,Danger! Your mobile plan is expiring. Renew now at http://safe.mobile-renewal.com or face immediate suspension!
normal,Family,"Hey sis, got any plans this Friday? Let’s hang out!"
fraud,Phishing,"Emergency! Your IRS refund is pending. Submit your details at http://irs-refundclaim.com to receive $1,200."
fraud,Identity Theft,Danger! Identity breach detected. Secure your PAN at http://pan-safetycheck.org or risk legal action!
normal,Family,"Hey everyone, dinner at my place tonight. See you at 7!"
normal,Recreation,"Yo, wanna try out that new mini-golf place tomorrow?"
fraud,Financial Fraud,"Congratulations! You qualify for a $10,000 loan at 2% interest. Apply today at http://quickcash-loan.com before the offer expires!"
normal,Travel,Reminder: Pack light for the trekking trip to Himachal.
fraud,Fake Delivery Scam,DHL Alert: Action required! Pay $3.00 fee to release your package at http://dhl-paynow.org or it will be returned tomorrow!
fraud,Job Offer Scam,"Earn $400/day from home! No interview, urgent hiring. Click now: http://quickjoblink.net"
fraud,Fake Delivery Scam,DHL Urgent: Your shipment is stuck due to incomplete details. Update now at http://dhl-fixdelivery.net or lose your package!
normal,Family,"Hey bro, can I borrow your jacket for tomorrow? Thx!"
fraud,Lottery Scam,You’re a winner! Rs. 3 lakhs from Elite Lottery awaits! Click now: http://luckyloot.claimprize.net
normal,Travel,"Hey, don’t forget to apply for your visa for Japan soon."
fraud,Emotional Manipulation,"Hi, it’s your brother. I’m in trouble and need Rs. 6,000 for legal fees. Pay at http://legal-helpnow.in. Don’t abandon me!"
fraud,Emotional Manipulation,"Hey, it’s your cousin. I’m in crisis and need Rs. 2,000 for food. Send via http://help-family.in. Don’t let me starve!"
normal,Work Update,"Hey, meeting with the boss is at 10:30 AM today. Don’t be late!"
fraud,Emotional Manipulation,"Mom, I’ve been robbed. Need $200 to survive till I get help. Send via http://emergency-relief.net. I’m so scared!"
fraud,Loan Scam,Emergency funds! Rs. 5 lakhs loan in 1 hour. No hassle! Click: http://rapid.loanapproval.org or call 9871234567.
fraud,Emotional Manipulation,"Mom, I’m in jail after a mix-up. Need $600 for bail urgently. Pay at http://bailme-outnow.com. Please save me!"
fraud,Fake Delivery Scam,FedEx Notice: Package delayed! Update your info urgently at http://fedex-verifydata.com or risk losing your delivery.
normal,Sports,That basketball dunk last night was unreal! Did you see it?
normal,Entertainment,"Yo, let’s hit up karaoke night at the bar. It’s gonna be a blast!"
normal,Sports,Our volleyball team made it to the finals! Woohoo!
normal,Education,"Hey, I’m struggling with chem. Can we go over it together?"
normal,Entertainment,"Hey, there’s a cool art exhibit in town. Wanna check it out together?"
fraud,Phishing,Your Google account needs urgent verification. Click here to avoid losing access: http://google-securelogin.com.
normal,Work Update,"Just a reminder, submit your reports by EOD tomorrow. Thanks!"
fraud,Service Fraud,Warning! Your mobile service is suspended. Reactivate now at http://fix.phoneconnect.io before it’s too late!
normal,Sports,Did you catch the tennis match? That rally was insane!
fraud,Emotional Manipulation,"Hi friend, I’m stranded and broke. Need Rs. 4,000 to get back. Send to http://travel-aid.in. I’m counting on you!"
fraud,Tech Support Scam,Alert! Suspicious activity on your device. Secure it at http://techsafe-guard.com or risk data loss!
fraud,Lottery Scam,Amazing news! You’ve won a $300 Amazon voucher! Claim it before it expires: http://giftlottery.redeemfast.org
fraud,Lottery Scam,"Congratulations! You’ve won a $500 gift card! Don’t miss out, claim it now: http://winreward.quickredeem.com"
normal,Family,Reminder: family picnic this Sunday. Don’t forget!
normal,Work Update,"Quick heads-up, the weekly review is at 3 PM today. Join us!"
fraud,Identity Theft,Immediate action needed! Verify your ID at http://id-securelink.com or your accounts will be locked!
normal,Family,"Dad, can you help me with the car this weekend? Thanks!"
normal,Service Inquiry,Do you provide gift wrapping for purchases?
fraud,Job Offer Scam,Immediate Hire! Make $400/day from home. No interview. Secure your spot: http://homeremotejob.com
fraud,Service Fraud,Alert! Your mobile service will be disconnected in 2 hours. Pay immediately at http://urgent.telco-fix.com to stay connected!
normal,Education,"Yo, did you see the new assignment posted online? Check it!"
normal,Service Inquiry,Are your services available on weekends too?
normal,Sports,"Hey, are you free for a morning run tomorrow?"
normal,Family,"Hey fam, anyone up for a movie night this week?"
fraud,Service Fraud,Critical! Your phone service is at risk. Secure it now at http://verify.phoneguard.net or lose access today!
fraud,Emotional Manipulation,"Hey, it’s urgent. My child is sick, and I need $300 for meds. Help at http://save-my-kid.com. Time is running out!"
fraud,Loan Scam,Urgent notice! Rs. 10 lakhs loan pre-approved. Claim now: http://cashnow.loanexpress.co before offer ends!
fraud,Emotional Manipulation,"Mom, I’m stuck abroad and lost everything. Need $500 to get home. Send now via http://rescue-me-fast.com. I’m desperate!"
fraud,Service Fraud,Warning! Your internet account is overdue. Avoid suspension by paying now at http://fastpay.netsecure.io!
normal,Education,Reminder: Submit your project proposal by tonight. Don’t forget!
normal,Social,"Yo, just saw your story. That trip looks amazing!"
fraud,Financial Fraud,ALERT: Your bank account is at risk of closure due to unusual activity. Secure it now at http://verify-mybank.com or lose access!
fraud,Financial Fraud,URGENT: A charge of $500 was detected on your card. Dispute it immediately at http://cardprotect-now.com to avoid loss!
normal,Travel,"Got a great deal on a hotel in Dubai, should I book it?"
fraud,Lottery Scam,Winner Alert! You’ve got Rs. 1 lakh waiting in our Lucky Draw! Claim now: http://lottobonus.winclaim.xyz
normal,Work Update,"Hey, just a note—project deadline is now Friday. Let’s wrap it up!"
normal,Recreation,Let’s plan a picnic at the riverside this Sunday. You free?
fraud,Identity Theft,Emergency! Identity theft detected. Confirm your info at http://verify-idsecure.in before your accounts are frozen!
fraud,Lottery Scam,"Congrats! Rs. 5 lakhs is yours from Power Lotto! Don’t delay, click: http://prizewinner.getcashnow.net"
fraud,Subscription Scam,Your Amazon Prime membership will auto-charge $99. Cancel today: http://amazonprime-stopcharge.com
normal,Social,"Yo, that meme you shared cracked me up! Let’s chat soon."
fraud,Loan Scam,Warning! Rs. 3 lakhs loan offer expires today. Click: http://instantcash.loanhelp.in to grab it now or miss out!
normal,Delivery Update,Good news! Your order has shipped. Look for it by Wednesday evening.
normal,Work Update,"Hey, quick update: the client call is set for 2 PM today. Be ready!"
normal,Work Update,"Yo, team meeting moved to 11 AM tomorrow. Hope you can make it!"
normal,Social,"Hi, wanna hang out this evening? Maybe grab some pizza?"
normal,Work Update,"Hi, quick note: tomorrow’s workshop starts at 9 AM sharp."
normal,Entertainment,"Hey, wanna binge the new season of [TV show] this weekend? I’m hooked!"
normal,Delivery Update,"Hi, your delivery is scheduled for today. Expect it around 3 PM."
fraud,Phishing,Your Apple ID has been locked for security reasons. Restore access now at http://appleid-recover.com.
normal,Delivery Update,"Just a heads-up, your package is en route. Delivery expected by tomorrow night."
normal,Delivery Update,"Yo, your item is on the move! It’ll reach you by Friday afternoon."
normal,Sports,I’m joining a local swimming club. Wanna come along?
fraud,Identity Theft,Urgent! Your ID is under threat. Update info at http://protect-idnow.in or face account deactivation!
fraud,Lottery Scam,Congratulations! $1500 cash prize is yours! Act quick to secure it: http://jackpotwin.quickgrab.com
normal,Entertainment,Just finished a crazy good podcast episode. You should definitely listen!
fraud,Service Fraud,Urgent Notice! Your internet service is blocked. Pay now at http://restore.netaccess.org to regain access!
normal,Entertainment,Have you played the new video game yet? It’s so addictive!
fraud,Phishing,This is AT&T. Your bill is overdue. Pay now to avoid service disruption at http://att-billpaynow.com or call 1-800-555-0123.
fraud,Loan Scam,Alert! Rs. 7 lakhs loan waiting for you. No fees! Click now: http://trustcash.loanfast.org to claim before it’s gone!
normal,Travel,"I’m so excited for our road trip to Leh, let’s finalize the route!"
fraud,Job Offer Scam,Job Alert! $800/day from home. Start today. No experience required. Click: http://quickstartjobs.net
fraud,Tech Support Scam,Emergency! Your device has been hacked. Protect your data by calling 1-855-777-6543 right away!
normal,Family,"Grandma, call me when you’re free. Wanna chat!"
normal,Education,Don’t miss the guest lecture tomorrow at 10 AM. Should be good!
normal,Recreation,"Hi, wanna go for a sunset walk on the trail this weekend?"
normal,Travel,"Just checked, our Paris trip tickets are confirmed for Friday!"
fraud,Job Offer Scam,"URGENT! Remote job, $700/day. Slots filling fast! No skills required. Click now: http://quickworkhub.net"
fraud,Tech Support Scam,Urgent! Malware alert on your system. Click http://secure-techfix.com to resolve or lose everything!
normal,Entertainment,Just got tickets to a concert next week. You in?
fraud,Impersonation,Medicare Alert: Your coverage is at risk. Update info now to avoid cancellation: http://medicare-update-info.com
fraud,Job Offer Scam,"LAST CHANCE! Remote job, $700/week. Immediate start. Apply: http://homenowjobs.online"
fraud,Financial Fraud,WARNING: Your account has been compromised. Reset your password now at http://safeaccount-fix.com to prevent fraud!
fraud,Impersonation,Urgent from PayPal: Your account is locked. Verify identity to prevent closure: http://paypal-verify-access.com
fraud,Financial Fraud,"Urgent Notice: $1,200 was withdrawn from your account. Verify this transaction at http://bankalert-check.com or risk further loss!"
fraud,Identity Theft,Warning! Suspicious ID activity. Verify at http://id-safeguard.com or risk losing everything!
normal,Service Inquiry,"Hi, what’s the estimated delivery time for my package?"
normal,Travel,"Hey, wanna book a quick getaway to Thailand next weekend?"
fraud,Identity Theft,Warning! Suspicious activity on your ID. Verify now at http://safe-idguard.net or face immediate suspension!
fraud,Loan Scam,Last chance! Rs. 9 lakhs loan at 2% interest. Apply: http://fastmoney.loansecure.net or call 9898989898. Hurry!
fraud,Phishing,Your Amazon order #12345 needs confirmation. Click here to verify details: http://amazon-ordercheck.com.
normal,Travel,"Just arrived in Bangalore, will meet you at the hotel soon."
fraud,Identity Theft,Alert! Identity theft attempt. Confirm details at http://safeid-verify.net or lose access permanently!
