"Type","Category","Message"
"fraud","Emotional Manipulation","Mummy, it’s your son from Hyderabad. Accident! Need Rs. 9,000 for hospital. Click http://hyd-medemergency.co. I’m in agony!"
"fraud","Subscription Scam","Urgent! Your Amazon Prime subscription expires today. Renew at Rs.499 now or lose access: http://prime-indiarenewal.com"
"fraud","Phishing","Alert! Suspicious login on your HDFC account. Secure it immediately at http://hdfc-protectnow.com. Don’t ignore!"
"fraud","Investment Scams","Don’t let poverty hold you back! Invest ₹2,000 for ₹20,000 returns in 7 days. Visit: http://fastcash-kolkata.com"
"normal","Service Inquiry","Hey, do you offer online classes for yoga? Looking to join soon."
"fraud","Impersonation","IT Department: Tax evasion notice issued. Pay fine at http://incometax-settle.in or face jail time!"
"normal","Delivery Update","Hey, good news! Your delivery is scheduled for today in Hyderabad. Stay tuned!"
"normal","Delivery Update","Hey dost, your order is coming. Expect it by tonight in Indore."
"normal","Recreation","Wanna join for a morning jog at Marine Drive tomorrow? Early start at 6!"
"fraud","Subscription Scam","Immediate action required! Your Voot subscription is about to lapse. Renew: http://voot-indiaverify.net"
"normal","Education","Hey, need notes for Economics? I’ve got them, meet me at lunch."
"fraud","Phishing","Amazon India: Account breach detected! Verify ownership at http://amazon-in-secure.com. Protect your orders now!"
"fraud","Fake Delivery Scam","Flipkart Emergency: Parcel undelivered due to payment error. Settle ₹99 at http://flipkart-paynow.in or lose your item!"
"fraud","Investment Scams","Last chance to join our forex trading scheme. Earn big before Holi! Contact: 9988776655"
"fraud","Phishing","PAN card update required! Avoid penalty by clicking http://pan-verifyindia.co. Call 1800-555-123 if issue persists."
"normal","Service Inquiry","Yo, do you repair mobile screens in Chennai? Dropped mine today!"
"fraud","Tech Support Scam","HELP! Your mobile is infected. Call 1800-999-7788 urgently to protect your family photos and sensitive info!"
"normal","Education","FYI, the college library will be closed on Republic Day. Plan ahead."
"normal","Service Inquiry","Are there any weekend slots available for a consultation in Pune?"
"normal","Recreation","Hey, planning a trip to Rishikesh for rafting. You in? Let me know soon."
"normal","Family","Hey Mom, just checking if you’ve had your lunch. Don’t skip it, okay? Love you!"
"fraud","Lottery Scam","Warning! Your Rs. 10 lakh prize will be forfeited soon. Act fast! Visit http://lotterywin.india-secure.com to claim."
"normal","Education","Hey, the Chemistry practical is tomorrow at 9 AM. Don’t be late!"
"fraud","Tech Support Scam","WARNING! Your phone is compromised. Contact tech support at 1-877-666-3344 to prevent fraud on your PAN card!"
"fraud","Subscription Scam","Hey, your JioCinema subscription is expiring soon. Renew at Rs.99 or miss out: http://jiocinema-recharge.in"
"fraud","Tech Support Scam","THREAT ALERT! Virus on your phone. Dial 1800-333-8899 immediately to block unauthorized access!"
"normal","Family","Bro, happy birthday! Let’s celebrate with some golgappas tonight."
"fraud","Investment Scams","Alert! RBI-approved gold investment plan. Secure your family’s future now! Click: http://goldsafe-bharat.com"
"fraud","Lottery Scam","Congrats! You’re the winner of Rs. 18 lakhs in India Mega Draw. Claim at http://megadraw.india-claim.com today!"
"normal","Sports","Dude, did you check the latest ISL scores? Mumbai City FC rocks!"
"fraud","Financial Fraud","Emergency! Your Canara Bank KYC is incomplete. Update at http://canara-kycupdate.com or face account freeze!"
"normal","Delivery Update","Hi, just a heads-up! Your package is out for delivery in Ahmedabad today."
"normal","Sports","Man, the Indian hockey team made us proud again. What a win!"
"normal","Social","Hey, how’s everything? Let’s plan a movie night this weekend."
"fraud","Emotional Manipulation","Mausi, it’s Karan. Lost everything in Bangalore flood. Need Rs. 4,000 to survive. Click http://bengaluru-relief.net. I’m helpless!"
"fraud","Identity Theft","Act fast! Your identity is stolen. Call 1800-987-6543 or visit http://id-lockindia.in to prevent loss!"
"normal","Recreation","Hey, how about a quick getaway to Alibaug? Ferry ride and beaches!"
"fraud","Impersonation","This is Rahul, your boss. I’m stuck in a meeting. Buy ₹15,000 iTunes cards for a deal. Text codes to 9988776655 now!"
"fraud","Loan Scam","Warning! Rs. 5 lakh loan offer expiring in 24 hrs. Secure it: http://loanexpress.deshimoney.in or face rejection!"
"normal","Education","Exam timetable is out! Check the notice board near the canteen."
"fraud","Tech Support Scam","EMERGENCY! Virus on your device. Click http://safeguard-indtech.org now or lose access to your UPI accounts!"
"normal","Family","Dad, can you help with my bike’s puncture? Stuck near Connaught Place."
"fraud","Service Fraud","ATTENTION! Your Tata Sky subscription expires tonight. Renew at http://tatasky-safepay.com to keep watching!"
"normal","Social","How’s it going? Missed our late-night gupshup. Call me when free."
"normal","Social","Yo, saw your Diwali pics on Insta. Looking fab! Let’s meet soon."
"fraud","Identity Theft","Urgent! PAN card misuse detected. Verify identity at http://pan-secureindia.org or lose access to accounts!"
"fraud","Financial Fraud","Refund of Rs. 3,500 awaits you from Axis Bank. Click http://axis-refundclaim.net to process it immediately!"
"fraud","Subscription Scam","Your Hotstar account is at risk of cancellation. Update payment details immediately: http://hotstar-securepay.in"
"fraud","Fake Delivery Scam","India Post Notice: Your package is stuck. Verify details immediately at http://indiapost-verify.co.in or it’s sent back!"
"normal","Family","Bro, let’s catch up for some chai at the local tapri this evening. Free?"
"fraud","Loan Scam","Need money for Diwali? Rs. 3.5 lakh loan ready. Click fast: http://festivecash.indiapaisa.in or call 8765432109!"
"fraud","Financial Fraud","Critical! Your SBI card is blocked due to fraud. Reactivate at http://sbi-cardunblock.in or lose access permanently!"
"fraud","Phishing","Threat: Failure to verify your IndusInd account will result in closure. Click http://indusind-secure.net. Final notice!"
"fraud","Phishing","RBI Alert: Your KYC is incomplete. Avoid account freeze by updating at http://rbi-kycupdate.org. Urgent action needed!"
"normal","Sports","Hey, wanna catch the IPL final at my place? Snacks on me!"
"normal","Travel","Reminder: Our Kerala backwaters trip is next week. Got your camera ready?"
"fraud","Lottery Scam","Congratulations! Rs. 20 lakh lottery prize awaits! Hurry, click http://indialuckydraw.claimnow.org to secure your win!"
"normal","Sports","Bro, let’s play gully cricket this evening. Bring your bat!"
"fraud","Identity Theft","Warning! Your identity is at risk. Update details at http://id-protectindia.co to avoid Rs.50,000 fine!"
"fraud","Impersonation","GST Notice: Unpaid dues detected. Pay now to avoid penalty at http://gstpay-india.org or face arrest!"
"normal","Entertainment","Hi, the new episode of Taarak Mehta is out. So funny! Watch it tonight?"
"normal","Sports","Wanna join me for a morning run at Marine Drive? Let’s go!"
"fraud","Job Offer Scam","Don’t regret! ₹28,000/month job in Kolkata. Limited seats. Click fast: http://kolkatacareer.in"
"normal","Service Inquiry","Hi, are there any Diwali offers on your services this year?"
"normal","Travel","Flight to Bangalore delayed by 1 hr. Will update soon. Sorry for the wait."
"normal","Service Inquiry","Hi, is your shop open during Navratri in Ahmedabad?"
"fraud","Loan Scam","Pay bills now! Rs. 2.8 lakh loan at low EMI. Apply: http://billhelp.dhansecure.in or call 7890123456 before it’s gone!"
"normal","Recreation","Let’s catch a Bollywood movie at PVR this Fri. Popcorn’s on you, haha!"
"normal","Service Inquiry","Yo, do you guys do car detailing in Hyderabad? Need a quick quote."
"normal","Family","Sis, miss our late-night Maggi sessions. When are you visiting?"
"fraud","Lottery Scam","Don’t ignore! Rs. 25 lakh lottery win is yours. Verify identity at http://securelottery.indiawin.co before it expires!"
"fraud","Financial Fraud","Great news! Rs. 50,000 loan approved by IDFC Bank. Accept at http://idfc-loanoffer.net before offer ends!"
"normal","Entertainment","Bro, did you see the latest IPL highlights? CSK nailed it! Let’s discuss over chai."
"normal","Sports","Yo, India crushed it in the T20 match last night! What a game, dude!"
"fraud","Job Offer Scam","ACT NOW! ₹35,000/month remote job for Indians. Deadline today. Visit: http://indiarapidhire.com"
"fraud","Loan Scam","Struggling with EMIs? Rs. 5.5 lakh loan to rescue you. Act now: http://emihelp.bharatfund.in or call 8909876543!"
"fraud","Tech Support Scam","DANGER! Malware attack on your mobile. Secure it at http://indprotect-sys.com before losing all your data!"
"normal","Travel","Reached Darjeeling. The tea gardens are unreal! Let’s grab momos later."
"fraud","Phishing","ICICI Bank: Unusual activity detected. Click http://icici-securelogin.net to verify your details. Hurry before suspension!"
"normal","Travel","Bro, found a cheap homestay in Udaipur. Lake view for just 1k/night. Book?"
"fraud","Emotional Manipulation","Papa, it’s Sneha. I’m in danger in Mumbai. Need Rs. 7,000 to escape. Visit http://mumbai-safeguard.in. Please, I’m scared!"
"normal","Sports","Hey, our school team qualified for the state finals! So happy!"
"fraud","Service Fraud","EMERGENCY! Your Jio account is suspended. Reactivate urgently at http://jio-restore.in before it’s too late!"
"fraud","Phishing","Warning: Your Axis Bank card is blocked due to fraud. Unblock now at http://axis-safetycheck.in. Don’t delay!"
"normal","Family","Mom, I’ve reached office safely. Don’t worry, I’ll call later."
"fraud","Job Offer Scam","EMERGENCY! ₹40,000/month job in Chennai. Offer ends tonight. Secure spot: http://chennaihirezone.com"
"fraud","Impersonation","PAN Card Issue: Your KYC is incomplete. Update now at http://pankyc-verify.co.in or face account freeze!"
"fraud","Identity Theft","Immediate action needed! Link Aadhaar at http://id-confirmindia.co or your ration card will be canceled!"
"fraud","Financial Fraud","Your Rs. 2,000 refund from Paytm is pending. Confirm bank details at http://paytm-refundlink.co to receive it!"
"fraud","Subscription Scam","Your SonyLIV account will be deactivated in 24 hours. Act now to save it: http://sonyliv-indiaupdate.org"
"fraud","Service Fraud","PANIC! Your water bill payment failed. Avoid supply cut, pay now at http://waterbill-indpay.co!"
"fraud","Service Fraud","CRITICAL! Your Vi number is under threat. Save it now at http://vi-secureline.in or lose access forever!"
"fraud","Investment Scams","Warning! Miss this real estate deal in Gurgaon & regret forever. 500% returns! Hurry: http://landrich-india.com"
"fraud","Phishing","Emotional Plea: Your Paytm wallet is hacked! Save your money by verifying at http://paytm-rescue.in. Don’t lose everything!"
"normal","Education","Don’t forget, tomorrow’s guest lecture on AI at 11 AM. Be there!"
